index,asin,reviews,ratings,seller,status,variations,browse_node,brand_name,availability,deal,image_len,video,main_img_url,bullet_point_len,bestSellerRank,price,MRP,title,description,A_plus,store_link,timestamp
,B0DJD8FCV7,4.6,10,N/A,Live,N/A,Home & Kitchen > Home Storage & Organisation > Waste & Recycling > Dustbins,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Not Available,https://m.media-amazon.com/images/I/41Qg-0xEG1L._SS500_.jpg,5,"#336,273 in Home & Kitchen, #2,467 in Waste & Recycling",539.,0,Kuber Industries 6.5 Liter Dustbin for Kitchen & Home with Pedal | Hygienic Closed Dust Bin/Waste Box for Office Toilet | Under Sink Diaper Garbage Holder with Lid | Yellow & Grey,"This Dustbin for bathroom from us works well in your bathroom & bedroom, also fits nicely in kitchens & offices as it has a shape that allows easy placement in corners or against walls and its lid keeps odors trapped inside so you don't need to worry about smells spreadin through your home, this dustbin for bedroom has a tough build to last through daily use & can hold diapers, trash or other items you want to throw away without breakin and its smooth sides make it fast to clean when needed as you just need to wipe it down with a cloth and because our dust bins for home comes with a lid you can keep your trash hidden from view which helps your rooms look neater, you can empty it fast when full & the strong material means you don't need to fret about leaks or spills and since this bin works in many rooms you save money as you don't have to buy separate ones for each space in your house or office.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0DJD8FCV7&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:12
,B0C3QL85NR,3.9,9576,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Furnishing > Kitchen Linens > Table Cloths,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/51YIElE3KbL._SS500_.jpg,5,"#495 in Home & Kitchen, #2 in Table Cloths",268.,659.0,Kuber Industries Center Table Cover | PVC Silver Lace Stone Print Center Table Cover | Center Table Cover for Living Room | Hall | CTC | 40x60 | Transparent,Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0C3QL85NR&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:19
,B09GVN2FDV,4.2,20,Kuber Mart Industries Pvt. Ltd.,Live,Available,Outdoor Living > Pest Control > Plant Netting,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/61XiHKMzSRL._SS500_.jpg,5,"#27,623 in Garden & Outdoors, #117 in Plant Netting",547.,549.0,"Kuber Industries Pigeon Control Anti Bird Net, 10x10 Ft. (White)-HS43KUBMART26856",Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B09GVN2FDV&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:19
,B0759DGRG8,3.4,54,Kuber Mart Industries Pvt. Ltd.,Live,N/A,Jewellery > Jewellery Boxes & Care > Boxes & Organisers > Boxes,Kuber Industries,In stock,N/A,7,Available,https://m.media-amazon.com/images/I/51pTv4zBzwL._SS500_.jpg,4,"Not Available, Not Available",209.,338.0,Kuber Industries Embroidered Cotton Mobile Cover Pouch with Hand Dori (Multicolor),Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=5382A73E-30E9-4805-A624-A24763876AF0&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0759DGRG8&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:24
,B0CWLPQS1H,0,0,N/A,Live,N/A,Home & Kitchen > Home Furnishing > Kitchen Linens > Linen Sets,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Not Available,https://m.media-amazon.com/images/I/51B2NPNOvjL._SS500_.jpg,5,"#426,039 in Home & Kitchen, #8,642 in Kitchen Linens",104.,0,Kuber Industries Oven Top Cover | Non-Woven Microwave Oven Top Cover with 4 Utility Pockets | Oven Cover for Kitchen Décor | Pink Flower Oven Top Cover | Gray,"The Oven Top Cover from Kuber Industries is a practical and durable kitchen accessory designed to protect your stove's surface. Made from quality materials, this cover shields your stovetop from spills, stains, and heat damage, helping to keep it clean and in good condition. Its easy-to-clean surface ensures quick maintenance, and its simple yet attractive design complements any kitchen decor. Whether you have a gas or electric stove, this cover provides a convenient solution for keeping your cooking area tidy and prolonging the life of your appliance. It's a must-have for those seeking both functionality and style in their kitchen accessories.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=E3ECCE8F-0EB7-4DB9-9F15-416BC00C9A0A&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0CWLPQS1H&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:25
,B0DJD8Q6HG,3.3,44,Kuber Mart Industries Pvt. Ltd.,Live,Available,"Home & Kitchen > Home Storage & Organisation > Racks, Shelves & Drawers > Storage Drawer Units",Kuber Industries,In stock,N/A,8,Not Available,https://m.media-amazon.com/images/I/51Nhs98NLDL._SS500_.jpg,5,"#63,801 in Home & Kitchen, #121 in Storage Drawer Units",769.,3099.0,Kuber Industries 2-Tier Collapsible Multipurpose Plastic Drawers Storage Organizer | Durable Cabinets/Storage Rack for Kitchen | Kids Toy Box & Shelf for Home/Office | Brown,"This plastic drawer organiser keeps your space neat and tidy because it stores toys, clothes, or office supplies with ease. Our tough drawers slide smoothly so you can access items quickly. It works well in kids' rooms since it is a reliable toy organiser. You can place this in kitchens, bedrooms, or offices as it is lightweight and fits into small spaces. Designed for multipurpose use, this organiser makes sure your items stay in place, reducing clutter and making your home more functional.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=E767929C-E66D-4073-AD79-A28708C4FBE5&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0DJD8Q6HG&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:29
,B0C3QR3YJV,3.8,495,Kuber Mart Industries Pvt. Ltd.,Live,N/A,Home & Kitchen > Home Storage & Organisation > Waste & Recycling > Dustbin Bags,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/41YCRkm0RKL._SS500_.jpg,5,"#67,927 in Home & Kitchen, #307 in Dustbin Bags",219.,659.0,Kuber Industries (Small) Vinyl Eco Friendly 5 LTR Dustbin Bags - (30 Pcs) Leakproof | Odour Free | Strong Garbage Bags - For Trash And Waste - Dustbin Covers For Kitchen (19 x 17 Inches) (Black),"Kuber Industries! Offers Garbage Bags To Help Eco Friendly Maintain Cleanliness And Hygiene In Your House, Office And Surroundings. These Garbage Bags Make Clean-Up And Garbage Disposal A Hassle-Free Task While Being Easy On The Environment! Line Them Up In Your Bedroom Or Bathroom Dustbins Or Use Them To Segregate Dry And Wet Waste In The Kitchen. Effectively Clear Out Messy Trash Like Baby Diapers And Kitty Litter! Handy At Offices Or Hotels, TheyRe Useful For Getting Rid Of Leftover Party Plates And Garbage As Well. They Come With A Detachable Tie-Tape Which Lets You Neatly Tie Up The Bag, Making It Easier To Carry Out After Use. These Medium-Sized Bags Easily Fit Any Normal Dustbins. They Are Available In Black Colour",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=99757152-0F58-4C92-B15F-A3E1461C526A&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0C3QR3YJV&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:37
,B09GVN5MMR,3.9,266,Kuber Mart Industries Pvt. Ltd.,Live,Available,"Home & Kitchen > Home Storage & Organisation > Boxes, Baskets & Bins > Storage Baskets > Magazine & Newspaper Baskets",Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/51FkfOO6M0L._SS500_.jpg,5,"Not Available, Not Available",219.,349.0,Kuber Industries Dot Printed Wall Hanging Magazine Letter Holder/Organizer With 3 Zipper Pockets (Black & White)- Polyvinyl Chloride | Stylish and Functional Wall-Mounted Storage Solution,"Kuber Industries wall hanging magazine letter holder is made of high quality pvc material so this is very durable. Hang this Wall Storage organizer next to your desk or bed, on the walls or door, in the closet, wardrobe or kitchen. 3 big pocket will add space to keep your magazines, letters, glasses, remotes, cheque books, bills, wallets, small toys, keys, notepads, diaries, pen, envelopes, pocket books, cosmestics, keys, mobile phones, chargers, cosmetics, hair clips, glasses, socks, dolls and household items that may otherwise get easliy lost.",Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B09GVN5MMR&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:39
,B0759DKFC6,3.5,5,Kuber Mart Industries Pvt. Ltd.,Live,N/A,"Bags, Wallets and Luggage > Wallets, Card Cases & Money Organisers > Men's > Coin Purses",Kuber Industries,In stock,N/A,6,Available,https://m.media-amazon.com/images/I/51VMU46vP2L._SS500_.jpg,7,"#46,366 in Bags, Wallets and Luggage, #307 in Coin Purses",209.,338.0,Kuber Industries Designer Embroided Velvet Phone Pouch Cover with Purse Pocket and Sari Hook,Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=11381FC2-9DBB-4565-B3BF-4863588B7DBF&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0759DKFC6&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:41
,B0CX514PW5,0,0,Kuber Mart Industries Pvt. Ltd.,Live,N/A,Baby > Feeding > Bottle Feeding > Bottles,Kuber Industries,In stock,N/A,8,Not Available,N/A,5,"#17,498 in Baby Products, #662 in Feeding Bottles",240.,499.0,"Kuber Industries Pet Feeding for Puppies,Kittens,Rabbits & Other Newborns|Nursing for Pets|Squeeze Liquid Feed |,Milk Brush,Pacifier Replacement|LS143PK|150 ML|Pink","Kuber Industries Brings you a range of home utility products and pet accessories. The Kuber Industries Pet Feeding Bottle is a nursing bottle for kittens, puppies, newborn rabbits and other newborn animals to ensure they’re fed in the most gentle and soothing way possible. The bottle comes with a cleaning brush, tool and soothing pacifier replacement. The parts can be easily cleaned using the brush and cleaning tool, ensuring that the bottle is super hygienic at all times. The gentle squeeze bottle is made of premium quality material and you can simply squeezy it gently to feed your little ones - even as you travel.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=99757152-0F58-4C92-B15F-A3E1461C526A&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0CX514PW5&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:50
,B0DJD974RT,4.6,10,N/A,Live,N/A,Home & Kitchen > Home Storage & Organisation > Waste & Recycling > Dustbins,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Not Available,https://m.media-amazon.com/images/I/31LwHNUoRpL._SS500_.jpg,5,"#336,273 in Home & Kitchen, #2,467 in Waste & Recycling",538.,0,Kuber Industries Pack of 2 Dustbin for Kitchen & Home with Pedal | 6.5 Liter Hygienic Closed Dust Bin/Waste Box for Office Toilet | Under Sink Diaper Garbage Holder with Lid | Yellow & Grey,"This Dustbin for bathroom from us works well in your bathroom & bedroom, also fits nicely in kitchens & offices as it has a shape that allows easy placement in corners or against walls and its lid keeps odors trapped inside so you don't need to worry about smells spreadin through your home, this dustbin for bedroom has a tough build to last through daily use & can hold diapers, trash or other items you want to throw away without breakin and its smooth sides make it fast to clean when needed as you just need to wipe it down with a cloth and because our dust bins for home comes with a lid you can keep your trash hidden from view which helps your rooms look neater, you can empty it fast when full & the strong material means you don't need to fret about leaks or spills and since this bin works in many rooms you save money as you don't have to buy separate ones for each space in your house or office.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0DJD974RT&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:52
,B0C58LVCFP,4.0,3264,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Furnishing > Kitchen Linens > Table Cloths,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/51YQ7h5EfRL._SS500_.jpg,5,"#893 in Home & Kitchen, #9 in Table Cloths",440.,1199.0,"Kuber Industries Leaf Print Dining Table Cover 6 Seater|Exclusive Table Cloth|Table Sheet For dining, Party, Events|Waterproof Table Protector|Indoor And Outdoor Use ""90x60"" (Brown & Red)",Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0C58LVCFP&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:55
,B09GVTM5F1,3.6,33,ETrade Online,Live,Available,Home & Kitchen > Home Furnishing > Kitchen Linens > Place Mats,Kuber Industries,Only 1 left in stock.,N/A,8,Available,https://m.media-amazon.com/images/I/4152MiXUtrL._SS500_.jpg,5,"#196,883 in Home & Kitchen, #1,146 in Place Mats",125.,129.0,"Heart Home Flower Printed PVC Waterproof, Oil Proof, Easy to Clean Placemats Table Mats for Dining, Set of 4 (Multicolour), Standard | Stylish and Functional Dining Table Accessories",Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B09GVTM5F1&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:28:55
,B076Y5BKJJ,5.0,2,N/A,Live,N/A,"Shoes & Handbags > Handbags, Purses & Clutches > Handbags > Top-Handle Bags",Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,5,Available,https://m.media-amazon.com/images/I/51BjU2YU6qL._SS500_.jpg,5,"#113,535 in Shoes & Handbags, #2,254 in Women's Top-Handle Bags",299.,0,"Kuber Industries Mirror Work Silk Shoulder Bag, Large",Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=5382A73E-30E9-4805-A624-A24763876AF0&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B076Y5BKJJ&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:04
,B0DJFHFZKN,4.1,364,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Storage & Organisation > Laundry Organization > Ironing Boards,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/41NO4-EIWML._SS500_.jpg,5,"#12,709 in Home & Kitchen, #20 in Ironing Boards",1979.,8099.0,Kuber Industries 18 Inch Foldable & Height Adjustable Press Board Iron Stand with Heat Resistant Holder/Tray for Home | Anti Skid Press Table for Clothes | Diamond Print- Red & Cream,"This 𝐢𝐫𝐨𝐧𝐢𝐧𝐠 𝐭𝐚𝐛𝐥𝐞 𝐟𝐨𝐫 𝐡𝐨𝐦𝐞 𝐟𝐨𝐥𝐝𝐚𝐛𝐥𝐞 design solves the problem of limited space, giving you the freedom to store it anywhere. You need an iron board for ironing clothes that stands firm—this one won’t slip. Adjustable height means you can press with ease at your level, avoiding strain. The heat-resistant tray takes away the worry of burning the surface. Strong, stable, and designed to fit your home, it works quietly in the background, so you get the job done without a second thought.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0DJFHFZKN&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:05
,B09GVTTX96,2.7,9,Kuber Mart Industries Pvt. Ltd.,Live,N/A,Outdoor Living > Pest Control > Bird Control,Heart Home,In stock,N/A,8,Not Available,https://m.media-amazon.com/images/I/61XiHKMzSRL._SS500_.jpg,5,"#154,164 in Garden & Outdoors, #908 in Bird Control",417.,699.0,"Heart Home Pigeon Control Anti Bird Net, 6x10 Ft. (White)-HS43HEARTH26852",Not Available,Available,http://amazon.in/stores/HeartHome/page/A4D6452A-0853-4E55-BBE3-6999FD61AB9A?is_byline_deeplink=true&deeplink=A4D6452A-0853-4E55-BBE3-6999FD61AB9A&redirect_store_id=A4D6452A-0853-4E55-BBE3-6999FD61AB9A&lp_asin=B09GVTTX96&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:08
,B0C58N3F9Q,3.9,336,Kuber Mart Industries Pvt. Ltd.,Live,Available,Office Products > Office Paper Products > Paper > Stationery > Art & Craft Supplies > Furniture & Accessories,Kuber Industries,In stock,N/A,7,Available,https://m.media-amazon.com/images/I/31HyixaCS9L._SS500_.jpg,5,"#25,724 in Office Products, #244 in Furniture & Accessories",219.,599.0,"Kuber Industries Anti-Slip Baby Clothes Hanger|Heavy-Duty Plastic Baby Hanger|Hangers for Wardrobe, Closet|Pack of 5 (White)",Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0C58N3F9Q&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:09
,B0CX52PGG5,4.6,3,N/A,Live,Available,"Home & Kitchen > Home & Décor > Photo Albums, Frames & Accessories > Photo Frames > Wall & Tabletop Frames",Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Not Available,https://m.media-amazon.com/images/I/41kmSVs4xIL._SS500_.jpg,5,"#232,980 in Home & Kitchen, #2,440 in Wall & Tabletop Picture Frames",199.,0,"Kuber Industries Photo Frame For Home D?cor|Use Horizontal & Vertical|Crystal Clear Glass|Perfect For Home, Office And Shop ""10.4x14.2CM"" (Brown)","Kuber Industries Photo Frame is a single-piece, elegantly designed photo display solution that adds a touch of sophistication to your living space. Crafted with meticulous attention to detail, this photo frame comes with a sturdy stand for easy placement on any flat surface. The frame is constructed using a combination of Medium-Density Fiberboard (MDF) and Polystyrene (PS) organic glass, ensuring both durability and aesthetic appeal. Its sleek design and premium materials make it an ideal choice for showcasing your cherished memories while complementing the decor of your home or office. Whether you're capturing family moments, special occasions, or picturesque landscapes, the Kuber Industries Photo Frame provides a stylish and lasting way to showcase your memories. Its blend of aesthetic appeal, quality materials, and user-friendly design make it an excellent addition to your interior decor.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=99757152-0F58-4C92-B15F-A3E1461C526A&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0CX52PGG5&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:13
,B079DR7HH3,4.0,587,Kuber Mart Industries Pvt. Ltd.,Live,Available,"Home & Kitchen > Home Storage & Organisation > Boxes, Baskets & Bins > Storage Baskets > Shelf Baskets",Kuber Industries,In stock,N/A,7,Available,https://m.media-amazon.com/images/I/51Pok-zdvrL._SS500_.jpg,5,"#39,773 in Home & Kitchen, #158 in Shelf Baskets",219.,528.0,Kuber Industries Plastic Multi-Purpose Compact Rectangular Desk Storage Organizer|Stationary Box|Pen Pencil Holder|Plastic Cosmetics|Size 15 X 13 X 7 Cm (Multicolour),Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B079DR7HH3&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:17
,B0DJFHKZJW,4.1,364,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Storage & Organisation > Laundry Organization > Ironing Boards,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/41jvcUE5hzL._SS500_.jpg,5,"#12,709 in Home & Kitchen, #20 in Ironing Boards",1759.,8099.0,Kuber Industries 15 Inch Foldable & Height Adjustable Press Board Iron Stand with Heat Resistant Holder/Tray for Home | Anti Skid Press Table for Clothes | Circle Design- Green & Black,"This 𝐢𝐫𝐨𝐧𝐢𝐧𝐠 𝐭𝐚𝐛𝐥𝐞 𝐟𝐨𝐫 𝐡𝐨𝐦𝐞 𝐟𝐨𝐥𝐝𝐚𝐛𝐥𝐞 design solves the problem of limited space, giving you the freedom to store it anywhere. You need an iron board for ironing clothes that stands firm—this one won’t slip. Adjustable height means you can press with ease at your level, avoiding strain. The heat-resistant tray takes away the worry of burning the surface. Strong, stable, and designed to fit your home, it works quietly in the background, so you get the job done without a second thought.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0DJFHKZJW&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:20
,B09MKRW6J4,4.0,231,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Kitchen & Dining > Kitchen Storage & Containers > Racks & Holders > Egg Baskets,Kuber Industries,In stock,N/A,7,Available,https://m.media-amazon.com/images/I/31-g8rFvvrL._SS500_.jpg,5,"#46,496 in Home & Kitchen, #35 in Egg Baskets",219.,299.0,Kuber Industries Portable Food Grade Plastic Egg Holder/Storage Box For 6 Pieces Egg (Orange)-46KM0383,"Kuber Industries egg holder great to keep your egg rather than have cartons that take up too much room and are too fragile to stack anything else on top of. End the frustration by transferring eggs to these containers before putting them in the fridge. Perfect for protecting the eggs in your crowded fridge. It made of food safe, durable, hygenic, high quality pp plastic material. This egg holder holds up to 6 eggs in normal size, keep your eggs safe and fresh with this home basics fridge bin. A easy and tight lock of this egg dispenser holder can always keep the eggs stay in the box stabilized without any shake or crash. Can be used in both refrigerator and cabinet, save space and keep clean. Suitable for almost all kinds of eggs.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B09MKRW6J4&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:29
,B0CXPDBH1S,4.7,5,Kuber Mart Industries Pvt. Ltd.,Suppressed Asin Changed,Available,Outdoor Living > Barbecue & Outdoor Dining > Picnicware > Picnic & Lunch Bags,Kuber Industries,In stock,N/A,4,Not Available,https://m.media-amazon.com/images/I/41ifbEA7IPL._SS500_.jpg,5,"#33,432 in Garden & Outdoors, #336 in Picnic Bags",366.,888.0,Kuber Industries Lunch Bag|Lunch Box Cover Bag Only|Lunch Tote Bag|Kids Lunch Bag|Multi,"Kuber Industries stylish lunch bag Bring your lunch to picnic, work or school in style with this compact insulated lunch bag. Whether you prefer home-cooked meal or simply too busy and tired to go out for lunch or dinner, you will find the hot-cold insulation lunch bag a joy to have. For meals at work and school or a lovely picnic on a weekend, you can easily pack your favorite lunchbox inside. Conveniently sized like that of a kids lunch bag to ensure that it's handy for you to carry around and even to put inside your tote bag or school bag.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B01N6Z45HZ&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:30
,B07GLSS366,3.8,378,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Furnishing > Curtains & Accessories > Curtains & Drapes > Panels,Kuber Industries,In stock,N/A,7,Not Available,https://m.media-amazon.com/images/I/31hg8Xu6iCL._SS500_.jpg,1,"#24,208 in Home & Kitchen, #310 in Curtains & Drapes",1312.,1599.0,Kuber Industries 3 Strips PVC AC Curtain-9ft 0.5mm Transparent (CKTS29) Standard,Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B07GLSS366&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:32
,B0C61Y66PM,4.2,18,N/A,Live,N/A,"Office Products > Office Supplies > Tape, Adhesives & Fasteners > Pins & Tacks",Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Not Available,https://m.media-amazon.com/images/I/51Aar3MDDVL._SS500_.jpg,5,"#31,083 in Office Products, #141 in Pins & Tacks",239.,0,"Kuber IndustriesPush Pins Tacks|Heavy-Duty Notice Board Pins|200"" (Transparent)",Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=99757152-0F58-4C92-B15F-A3E1461C526A&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0C61Y66PM&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:37
,B09MKSHCGT,4.0,159,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Kitchen & Dining > Kitchen Storage & Containers > Racks & Holders > Egg Baskets,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/31xjT4hv19L._SS500_.jpg,5,"#16,331 in Home & Kitchen, #15 in Egg Baskets",149.,659.0,"Kuber Industries Plastic 6 Slot Egg Container,Tray, Holder for Refrigerator & Kitchen (Pink)-46KM0384","Kuber Industries egg holder great to keep your egg rather than have cartons that take up too much room and are too fragile to stack anything else on top of. End the frustration by transferring eggs to these containers before putting them in the fridge. Perfect for protecting the eggs in your crowded fridge. It made of food safe, durable, hygenic, high quality pp plastic material. This egg holder holds up to 6 eggs in normal size, keep your eggs safe and fresh with this home basics fridge bin. A easy and tight lock of this egg dispenser holder can always keep the eggs stay in the box stabilized without any shake or crash. Can be used in both refrigerator and cabinet, save space and keep clean. Suitable for almost all kinds of eggs.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B09MKSHCGT&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:44
,B0DJFJQM4Z,4.1,364,N/A,Live,Available,Home & Kitchen > Home Storage & Organisation > Laundry Organization > Ironing Boards,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Available,https://m.media-amazon.com/images/I/51QWF6m5ecL._SS500_.jpg,5,"#12,709 in Home & Kitchen, #20 in Ironing Boards",1799.,0,Kuber Industries 18 Inch Foldable & Height Adjustable Press Board Iron Stand with Heat Resistant Holder/Tray for Home | Anti Skid Press Table for Clothes | Mix Vintage- Cream,"This 𝐢𝐫𝐨𝐧𝐢𝐧𝐠 𝐭𝐚𝐛𝐥𝐞 𝐟𝐨𝐫 𝐡𝐨𝐦𝐞 𝐟𝐨𝐥𝐝𝐚𝐛𝐥𝐞 design solves the problem of limited space, giving you the freedom to store it anywhere. You need an iron board for ironing clothes that stands firm—this one won’t slip. Adjustable height means you can press with ease at your level, avoiding strain. The heat-resistant tray takes away the worry of burning the surface. Strong, stable, and designed to fit your home, it works quietly in the background, so you get the job done without a second thought.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0DJFJQM4Z&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 12:29:46
