index,asin,reviews,ratings,seller,status,variations,browse_node,brand_name,availability,deal,image_len,video,main_img_url,bullet_point_len,bestSellerRank,price,MRP,title,description,A_plus,store_link,timestamp
,B01G9A7KR0,4.2,519,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Storage & Organisation > Clothing & Wardrobe Storage > Space Saver Bags,Kuber Industries,In stock,N/A,6,Available,https://m.media-amazon.com/images/I/51LTAnXYcoL._SS500_.jpg,5,"#4,608 in Home & Kitchen, #341 in Space Saver Bags",209.,599.0,Kuber Industries Cotton Blouse Cover|Polka Dots & Tranparent Side|Zipper Closure|Size 37 x 25 x 23 CM (Maroon),"Try the exclusive blouse cover from kuber industries. This products is very useful in storing, dust free and well organised gives heavy look to your garments. This cover is non wooven material with front transparent and has a capacity of storing 15 blouses. Exclusively, kuber industries sari covers truly suffices our moto - bags accessories inspired by love, crafted by hand. 10*15*9 Inches",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B01G9A7KR0&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:01
,B0DFPL79D1,4.1,1325,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Kitchen & Dining > Kitchen Storage & Containers > Racks & Holders > Dish Racks,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/412HjNa97GL._SS500_.jpg,5,"#70 in Home & Kitchen, #1 in Dish Racks",4175.,16999.0,Kuber Industries Pack of 2 Stainless Steel Spoon & Dish Drainer Basket for Kitchen with Water Drainer Bottom | Utensils Plate & Bartan Stand Organizer | Kitchen Drying Rack | Silver - Cyan,"Kuber Industries Pack of 2 Stainless Steel Spoon & Dish Drainer Basket for Kitchen with Water Drainer Bottom | Utensils, Plate & Bartan Stand Organizer | Kitchen Drying Rack | Silver - Cyan",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=EF133744-603B-4A7A-9E34-7D58AC815A97&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0DFPL79D1&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:01
,B097ZWRL8V,3.1,39,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Furnishing > Carpets & Rugs > Doormats,Kuber Industries,In stock,N/A,7,Available,https://m.media-amazon.com/images/I/51Zc6ru6sBL._SS500_.jpg,5,"#285,195 in Home & Kitchen, #1,208 in Doormats",219.,239.0,"Kuber Industries Cotton Indoor Machine Washable Doormat, BathMat (mulicolor), Standard (HS39KUBMART022064)",Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B097ZWRL8V&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:02
,B0C2VMVMPH,3.1,69,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Storage & Organisation > Laundry Organization > Laundry Baskets,Kuber Industries,In stock,N/A,8,Available,"https://m.media-amazon.com/images/I/311yocj0MfL._SX38_SY50_CR,0,0,38,50_.jpg",0,"Not Available, Not Available",219,299.0,Kuber Industries Laundry Basket | Net Foldable Laundry | Nylon Storage Basket with Handle | Clothes Basket for Home | Hostel | Toy Storage | 20 Liter | Green,,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=3EFC9198-D1D0-4C33-8AD7-EE1093AA3372&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0C3RQL1VH&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:02
,B0CW626P5K,4.2,242,N/A,Live,Available,Outdoor Living > Gardening > Plant Containers > Flower Pots,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Not Available,https://m.media-amazon.com/images/I/41WevFiz5pL._SS500_.jpg,5,"#487 in Garden & Outdoors, #18 in Flower Pots",379.,0,Kuber Industries Kanha Matki Flower Pot | Flower Planter Pots for Indoor & Outdoor | Pot for Garden & Balcony Flowering | 6 Inch | Pack of 6 | White,"Elevate Your Gardening Experience with our Flower Pot from Kuber Industries. This flower pot is more than just a planter; it's a canvas for your botanical creativity. Crafted with precision and designed for aesthetic appeal, our flower pot adds a touch of elegance to any space. Whether you're a seasoned gardener or a beginner, this pot provides the perfect environment for your plants to thrive. Its durable and high-quality material ensures longevity and sturdiness, allowing you to enjoy your green companions for years to come.Give your plants a beautiful home, and watch as they flourish and enhance the ambiance of your home or garden with our Flower Pot.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0CW626P5K&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:12
,B01J1X3E0E,3.2,21,Kuber Mart Industries Pvt. Ltd.,Live,N/A,"Bags, Wallets and Luggage > Luggage > Travel Duffles",Kuber Industries,In stock,N/A,6,Available,https://m.media-amazon.com/images/I/5126t5vsP+L._SS500_.jpg,3,"#14,588 in Bags, Wallets and Luggage, #648 in Travel Duffels",209.,659.0,"Kuber Industries Women's Cotton Traditional Design Mini Handbag, Blue (KI0044913)",Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=76DC0D4E-FB25-46A1-ABAA-73EF5C643A70&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B01J1X3E0E&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:16
,B097ZWV1MP,4.2,77,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Furniture > Bathroom Furniture > Bathroom Stools,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/41szWo8QUwL._SS500_.jpg,5,"#37,020 in Home & Kitchen, #58 in Bathroom Stools",1299.,2299.0,"Kuber Industries Flower Design Multipurposes Plastic Sitting Stool (Cream), Standard (HS39KUBMART023880)",Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=931B206F-2097-46D7-9298-90957134BC19&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B097ZWV1MP&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:18
,B0C2VPGC7D,3.6,12,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Storage & Organisation > Laundry Organization > Laundry Baskets,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/41mnI9Ej5NL._SS500_.jpg,5,"#231,897 in Home & Kitchen, #634 in Laundry Baskets",219.,299.0,Kuber Industries Laundry Basket | Net Foldable Laundry | Nylon Storage Basket with Handle | Clothes Basket for Home | Hostel | Toy Storage | 20 Liter | Red,Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0C2VPGC7D&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:29
,B01M0ENCRD,4.1,5140,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Furnishing > Kitchen Linens > Table Cloths,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/51vQQ3OtH0L._SS500_.jpg,5,"#2,473 in Home & Kitchen, #83 in Table Cloths",233.,598.0,Kuber Industries Center Table Cover|Cotton Center Table Cover for Living Room|Table Cloth for 4 Seater|White,Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B01M0ENCRD&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:37
,B0CW65LRX4,3.8,145,N/A,Live,Available,Home & Kitchen > Home Furnishing > Bedding & Linen > Mattresses Protectors,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Available,https://m.media-amazon.com/images/I/41iF2cNlWLL._SS500_.jpg,5,"#169,252 in Home & Kitchen, #361 in Mattresses Protectors",227.,0,Kuber Industries PVC Double Bed Mattress Protector | Waterproof & Dustproof | 80x80 Inch Brown,Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0CW65LRX4&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:42
,B0DHCCZ5B6,0,0,N/A,Live,N/A,Home & Kitchen > Home Furnishing > Carpets & Rugs > Runners,Heart Home,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Available,https://m.media-amazon.com/images/I/41tpbWevpRL._SS500_.jpg,5,"#677,179 in Home & Kitchen, #585 in Runners",1209.,0,Heart Home 22x55 Inch Anti-Skid Microfibre Bed Side Runner for Bedroom | Gentle & Soft Rugs for Living Area & Long Kitchen Runner for Floor | Leaf Design - Brown,"This rugs for bedroom is designed to give comfort while it makes sure there’s. You can use it as a long door mats for home, which keeps the area clean while adding a touch of elegance. It’s also a perfect bed side runner for bedroom & sofa mat which adds a warm feel underfoot. It is made from gentle soft, which gives it a texture, making every step a pleasure. Don’t worry about moving it because this long door mat stays in place because of the strong backing.",N/A,http://amazon.in/stores/HeartHome/page/A4D6452A-0853-4E55-BBE3-6999FD61AB9A?is_byline_deeplink=true&deeplink=524E4474-835F-4DC9-A3BE-F94E630FF4DB&redirect_store_id=A4D6452A-0853-4E55-BBE3-6999FD61AB9A&lp_asin=B0DHCCZ5B6&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:45
,B0C2VQWJZM,3.9,131,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Storage & Organisation > Laundry Organization > Laundry Baskets,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/418vUWR2D2L._SS500_.jpg,5,"#52,971 in Home & Kitchen, #205 in Laundry Baskets",159.,299.0,Kuber Industries Laundry Basket | Net Foldable Laundry | Nylon Storage Basket with Handle | Clothes Basket for Home | Hostel | Toy Storage | 20 Liter | Blue,Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0C2VQWJZM&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:47
,B097ZWVFS5,3.8,171,N/A,Live,N/A,Home & Kitchen > Home Storage & Organisation > Bathroom Accessories & Organization > Bathroom Accessory Sets,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Available,https://m.media-amazon.com/images/I/41hX6LrFJSL._SS500_.jpg,5,"#349,455 in Home & Kitchen, #775 in Bathroom Accessory Sets",329.,0,Kuber Industries Printed 2 Pieces Unbreakable Virgin Plastic Multipurpose Bathroom Bucket & Mug Set (Pink),Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B097ZWVFS5&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:48
,B01MT2RDEM,3.8,134,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Furnishing > Kitchen Linens > Table Runners,Kuber Industries,In stock,N/A,7,Not Available,https://m.media-amazon.com/images/I/51sxuDpvACL._SS500_.jpg,5,"#92,270 in Home & Kitchen, #185 in Table Runners",169.,299.0,Kuber Industries Table Runner Virgin Vinyl (Soft Fabric) Gold Standard (MKUKITable0058233),Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B01MT2RDEM&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:41:56
,B0CWH27G8Y,3.5,9,N/A,Live,N/A,Home & Kitchen > Home Storage & Organisation > Laundry Organization > Ironing Boards,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Available,https://m.media-amazon.com/images/I/41dz8119JdL._SS500_.jpg,5,"#433,485 in Home & Kitchen, #243 in Ironing Boards",1903.,0,Kuber Industries Tabletop Ironing Board|Ironing Stand for Clothes|Press Table Stand for Home (Grey),"Kuber Industries 42 Inch Ironing Board boasts a durable wooden panel and a lacquer-coated iron stand, ensuring a stable and stylish ironing surface. With adjustable height settings and a generous 42-inch length, it accommodates a variety of clothing items. Its foldable design makes storage a breeze, making it a practical addition to any laundry or utility room.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=A711F467-2AB8-4B52-9CCB-050A2435F48B&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0CWH27G8Y&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:42:14
,B0DHZCDW5G,5.0,4,N/A,Live,N/A,Home & Kitchen > Home Furnishing > Carpets & Rugs > Doormats,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Not Available,https://m.media-amazon.com/images/I/51X+JtiLA6L._SS500_.jpg,5,"#455,140 in Home & Kitchen, #1,850 in Doormats",219.,0,"Kuber Industries 16x24 Inch Anti-Skid Water-Absorbent Door Mats for Home | Durable Main Entrance Footmats for Bathroom, Living Room & Office | Micro Wings Lining - Green",round jute door mats for home entrance papochha footmats large floor rugs living room decor paydan main gate pag carpet outdoor foot paidan paposh office perdan aesthetic footmat for front teapoy,N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0DHZCDW5G&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:42:15
,B09831P6F2,3.9,174,Kuber Mart Industries Pvt. Ltd.,Live,Available,"Bags, Wallets and Luggage > Wallets, Card Cases & Money Organisers > Women's > Wallets",Kuber Industries,In stock,N/A,6,Not Available,https://m.media-amazon.com/images/I/51DIo6HPwWL._SS500_.jpg,5,"#6,456 in Bags, Wallets and Luggage, #276 in Women's Wallets",219.,439.0,Heart Home Embroidery Hand Purse/Wallet For Women (Red) Pack of 1 (HS39HEARTH022019),"Heart Home handcrafted clutch ladies handbag is made of quality cotton material. This is Very durable, elegant and long-lasting. This is the combination of traditional and modern embroidery work. This is completely handcrafted and the embroidery work has been done on it so, this has a unique design and you can use It on any occasion like parties, anniversary, wedding, etc. This hand bag makes you glamorous and unique among your friends, familiar personal. This bag comes with 2 compartments with two zips closer. This is enough to keep your accessories and all needed essentials.",Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B09831P6F2&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:42:17
,B0C2YLSMF3,4.2,418,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Kitchen & Dining > Kitchen Tools > Trivets,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/41f4oeuXngL._SS500_.jpg,5,"#10,152 in Home & Kitchen, #121 in Serveware",219.,299.0,Kuber Industries Iron Stand | Stainless Steel Trivet |Round Steamer Rack for Kitchen | Heat Resistant Hot Plate Dishes Holder | Cooker Donga Stand | Silver,Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0C2YLSMF3&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:42:18
,B06Y27Z713,4.1,1626,N/A,Live,N/A,Home & Kitchen > Home Storage & Organisation > Clothing & Wardrobe Storage > Clothes Covers,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,7,Available,https://m.media-amazon.com/images/I/51i2+qVtCiL._SS500_.jpg,5,"#431,681 in Home & Kitchen, #1,642 in Clothes Covers",299.,0,"Kuber Industries Non Woven Saree Storage Covers| Zipper Closure & Easily Foldable|Trendy Solid Color, Pack of 12 (Multicolor)","Long life High quality saree cover Bag for organizing your costly and favorite sarees .It's a best option to use while travelling and it will help you to keep your saree in a separate cover from other items in your luggage.Kuber Industries offering a quality tested array of Saree Cover. The Saree Covers, we offer is made by using supreme quality material which is procured from leading and authentic vendors of the industry. Transparent plastic view from front for your sarees.",Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=A3C0608A-C93E-4C15-B942-D85A6DE29991&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B06Y27Z713&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:42:32
,B09832YWCS,2.5,2,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home Improvement > Cleaning Supplies > Sweeping Parts & Accessories > Shovels,Kuber Industries,In stock,N/A,8,Not Available,https://m.media-amazon.com/images/I/31uVrbInSDL._SS500_.jpg,5,"#94,605 in Home Improvement, #155 in Household Dustpans",219.,439.0,"Heart Home Plastic Lightweight 10"" Dustpan with Comfort Grip Handle for Easy Sweep Broom, Pack of 2 (Pink & Blue)","Heart Home dustpan made from virgin plastic it great for every day cleaning.This is a dustpan that is ideal for collecting food debris from both floors and counters in areas where hygiene is essential. May be used in wet and dry environments. It has a nice round hole to hang it on a hook together with other cleaning tools like Brooms, Mops so you can keep your home, garage and closets well organized. Perfect for light and heavy scrubbing. Lets you clean and collect dust without having to touch it",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B09832YWCS&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:42:36
,B0C2Z5QFTJ,4.3,508,Kuber Mart Industries Pvt. Ltd.,Live,Available,Home & Kitchen > Home Storage & Organisation > Clothing & Wardrobe Storage > Clothes Hangers > Standard Hangers,Heart Home,In stock,N/A,8,Not Available,https://m.media-amazon.com/images/I/41ZPg3q6x4L._SS500_.jpg,5,"#3,886 in Home & Kitchen, #17 in Standard Clothes Hangers",219.,349.0,Heart Home Kids Hanger | Plastic Baby Clothes Hangers for Wardrobe | Mizano Kids Hangers | 5 Piece | Sky Blue,Not Available,Available,http://amazon.in/stores/HeartHome/page/A4D6452A-0853-4E55-BBE3-6999FD61AB9A?lp_asin=B0C2Z5QFTJ&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:42:39
,B0DJD8FCV7,4.6,10,N/A,Live,N/A,Home & Kitchen > Home Storage & Organisation > Waste & Recycling > Dustbins,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Not Available,https://m.media-amazon.com/images/I/41Qg-0xEG1L._SS500_.jpg,5,"#336,273 in Home & Kitchen, #2,467 in Waste & Recycling",539.,0,Kuber Industries 6.5 Liter Dustbin for Kitchen & Home with Pedal | Hygienic Closed Dust Bin/Waste Box for Office Toilet | Under Sink Diaper Garbage Holder with Lid | Yellow & Grey,"This Dustbin for bathroom from us works well in your bathroom & bedroom, also fits nicely in kitchens & offices as it has a shape that allows easy placement in corners or against walls and its lid keeps odors trapped inside so you don't need to worry about smells spreadin through your home, this dustbin for bedroom has a tough build to last through daily use & can hold diapers, trash or other items you want to throw away without breakin and its smooth sides make it fast to clean when needed as you just need to wipe it down with a cloth and because our dust bins for home comes with a lid you can keep your trash hidden from view which helps your rooms look neater, you can empty it fast when full & the strong material means you don't need to fret about leaks or spills and since this bin works in many rooms you save money as you don't have to buy separate ones for each space in your house or office.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B0DJD8FCV7&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:42:46
,B072KYNPXC,3.7,309,ETrade Online,Live,N/A,Outdoor Living > Barbecue & Outdoor Dining > Picnicware > Picnic & Lunch Bags,Kuber Industries,In stock,N/A,7,Available,https://m.media-amazon.com/images/I/41LU7CXseYL._SS500_.jpg,5,"#4,352 in Garden & Outdoors, #74 in Picnic Bags",322.,598.0,"Kuber Industries Canvas Lunch Bag|Waterproof Material & 3 Comparment Space|Adjustable Straps & Zipper Closure|Size 24 X 18 X 16 Cm (Blue), 1 liter",Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=802344DA-3F72-4EA4-9A8E-8A26CF6927CB&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B072KYNPXC&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:42:52
,B0CWLPQS1H,0,0,N/A,Live,N/A,Home & Kitchen > Home Furnishing > Kitchen Linens > Linen Sets,Kuber Industries,Currently unavailable. We don't know when or if this item will be back in stock.,N/A,8,Not Available,https://m.media-amazon.com/images/I/51B2NPNOvjL._SS500_.jpg,5,"#426,039 in Home & Kitchen, #8,642 in Kitchen Linens",104.,0,Kuber Industries Oven Top Cover | Non-Woven Microwave Oven Top Cover with 4 Utility Pockets | Oven Cover for Kitchen Décor | Pink Flower Oven Top Cover | Gray,"The Oven Top Cover from Kuber Industries is a practical and durable kitchen accessory designed to protect your stove's surface. Made from quality materials, this cover shields your stovetop from spills, stains, and heat damage, helping to keep it clean and in good condition. Its easy-to-clean surface ensures quick maintenance, and its simple yet attractive design complements any kitchen decor. Whether you have a gas or electric stove, this cover provides a convenient solution for keeping your cooking area tidy and prolonging the life of your appliance. It's a must-have for those seeking both functionality and style in their kitchen accessories.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=E3ECCE8F-0EB7-4DB9-9F15-416BC00C9A0A&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0CWLPQS1H&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:42:53
,B09GVN2FDV,4.2,20,Kuber Mart Industries Pvt. Ltd.,Live,Available,Outdoor Living > Pest Control > Plant Netting,Kuber Industries,In stock,N/A,8,Available,https://m.media-amazon.com/images/I/61XiHKMzSRL._SS500_.jpg,5,"#27,624 in Garden & Outdoors, #117 in Plant Netting",547.,549.0,"Kuber Industries Pigeon Control Anti Bird Net, 10x10 Ft. (White)-HS43KUBMART26856",Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?lp_asin=B09GVN2FDV&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:43:00
,B0C2Z92387,3.8,14,ETrade Online,Live,N/A,Home & Kitchen > Kitchen & Dining > Kitchen Tools > Trivets,Heart Home,Available to ship in 1-2 days,Limited time deal,7,Not Available,https://m.media-amazon.com/images/I/41ZL8Dqi5tL._SS500_.jpg,5,"#154,781 in Home & Kitchen, #2,605 in Serveware",157.,299.0,Heart Home Iron Stand | Stainless Steel Trivet |Round Steamer Rack for Kitchen | Heat Resistant Hot Plate Dishes Holder | Cooker Donga Stand | Silver,"Heart Home is a Brand that offers a wide range of Home & Kitchen Products, using Consistent quality Materials and Advanced Manufacturing Processes to ensure its Commitment to customer Satisfaction. If you face any issues regarding our Product, our Customer support will assist you in Providing viable Solutions. Presented to you in this order, Trivet with Stainless Steel refers to a small, flat heat-resistant plate or stand with a stainless steel surface designed to protect surfaces from hot pots, pans or serving dishes Is. The trivet's stainless steel surface provides a durable and heat-resistant barrier between the hot cookware and the surface it is placed on, protecting it from heat damage. Stainless steel is a popular material for trivets because it is strong, durable and easy to clean. Trivets with stainless steel surfaces are an excellent addition to any kitchen, providing both safety and style. They can be used to protect countertops and tables from damage resistant heat.",N/A,http://amazon.in/stores/HeartHome/page/A4D6452A-0853-4E55-BBE3-6999FD61AB9A?is_byline_deeplink=true&deeplink=A4D6452A-0853-4E55-BBE3-6999FD61AB9A&redirect_store_id=A4D6452A-0853-4E55-BBE3-6999FD61AB9A&lp_asin=B0C2Z92387&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:43:04
,B0DJD8Q6HG,3.3,44,Kuber Mart Industries Pvt. Ltd.,Live,Available,"Home & Kitchen > Home Storage & Organisation > Racks, Shelves & Drawers > Storage Drawer Units",Kuber Industries,In stock,N/A,8,Not Available,https://m.media-amazon.com/images/I/51Nhs98NLDL._SS500_.jpg,5,"#63,801 in Home & Kitchen, #121 in Storage Drawer Units",769.,3099.0,Kuber Industries 2-Tier Collapsible Multipurpose Plastic Drawers Storage Organizer | Durable Cabinets/Storage Rack for Kitchen | Kids Toy Box & Shelf for Home/Office | Brown,"This plastic drawer organiser keeps your space neat and tidy because it stores toys, clothes, or office supplies with ease. Our tough drawers slide smoothly so you can access items quickly. It works well in kids' rooms since it is a reliable toy organiser. You can place this in kitchens, bedrooms, or offices as it is lightweight and fits into small spaces. Designed for multipurpose use, this organiser makes sure your items stay in place, reducing clutter and making your home more functional.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=E767929C-E66D-4073-AD79-A28708C4FBE5&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0DJD8Q6HG&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:43:14
,B0759DGRG8,3.4,54,Kuber Mart Industries Pvt. Ltd.,Live,N/A,Jewellery > Jewellery Boxes & Care > Boxes & Organisers > Boxes,Kuber Industries,In stock,N/A,7,Available,https://m.media-amazon.com/images/I/51pTv4zBzwL._SS500_.jpg,4,"Not Available, Not Available",209.,338.0,Kuber Industries Embroidered Cotton Mobile Cover Pouch with Hand Dori (Multicolor),Not Available,Available,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=5382A73E-30E9-4805-A624-A24763876AF0&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0759DGRG8&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:43:19
,B0CX514PW5,0,0,Kuber Mart Industries Pvt. Ltd.,Live,N/A,Baby > Feeding > Bottle Feeding > Bottles,Kuber Industries,In stock,N/A,8,Not Available,N/A,5,"#17,499 in Baby Products, #662 in Feeding Bottles",240.,499.0,"Kuber Industries Pet Feeding for Puppies,Kittens,Rabbits & Other Newborns|Nursing for Pets|Squeeze Liquid Feed |,Milk Brush,Pacifier Replacement|LS143PK|150 ML|Pink","Kuber Industries Brings you a range of home utility products and pet accessories. The Kuber Industries Pet Feeding Bottle is a nursing bottle for kittens, puppies, newborn rabbits and other newborn animals to ensure they’re fed in the most gentle and soothing way possible. The bottle comes with a cleaning brush, tool and soothing pacifier replacement. The parts can be easily cleaned using the brush and cleaning tool, ensuring that the bottle is super hygienic at all times. The gentle squeeze bottle is made of premium quality material and you can simply squeezy it gently to feed your little ones - even as you travel.",N/A,http://amazon.in/stores/KuberIndustries/page/99757152-0F58-4C92-B15F-A3E1461C526A?is_byline_deeplink=true&deeplink=99757152-0F58-4C92-B15F-A3E1461C526A&redirect_store_id=99757152-0F58-4C92-B15F-A3E1461C526A&lp_asin=B0CX514PW5&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,2025-08-17 11:43:24
